"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Morocco","MAR",153426019,2.1172762772594,1,34,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",136633049,0.982810356189735,1,34,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,1,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",205953659,0.913999444063591,2,50,1,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,1,4,4,4,2,5,1,2,1,0
"Morocco","MAR",181975543,0.849910429782893,1,25,2,3,2,,1,1,0,2,2,2,,,2,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,1,2,2,1,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,0,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",175212118,1.72249201598644,1,30,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",154243764,0.322383511317146,2,38,1,3,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,3,,,,,,,,,,,,,,1,2,,1,2,1,2,1,,2,2,,2,2,2,1,,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,3,1,1,1,2,1,,0,1,1,4,4,4,1,3,1,1,1,1
"Morocco","MAR",158341419,0.873250245212214,2,45,1,2,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,2,1,2,0,0
"Morocco","MAR",133400232,0.600769880408971,2,38,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",206154719,1.06432162757057,1,53,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,1,2,1,,1,1,4,4,4,4,3,2,1,1,0,0
"Morocco","MAR",182836502,0.641223090744214,2,44,1,4,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,1,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,2,1,,0,1,4,4,4,4,4,1,1,1,1,0
"Morocco","MAR",170886790,0.405350682741647,2,52,1,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Morocco","MAR",135353172,0.600076203496358,1,45,1,3,1,,1,1,0,1,2,1,2,,2,1,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,2,1,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,2,4,2,2,,0,1,1,4,4,4,1,2,1,1,1,0
"Morocco","MAR",163029090,0.390143934666248,2,30,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,2,3,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,1,2,1,2,2,,,,2,,,,,,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,5,1,2,3,1,,0,1,2,3,4,4,4,3,1,1,0,0
"Morocco","MAR",127890922,0.317398262931472,2,25,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,2,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,2,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",111618220,2.67534510216518,2,59,2,1,2,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,5,5,1,,1,,1,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",194574158,0.779252709692865,1,50,1,2,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,1,1,4,4,4,2,5,1,1,1,0
"Morocco","MAR",163972580,1.14058646856007,1,25,3,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,0,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",173109936,0.604469668096597,2,24,2,2,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,5,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,1,1,0
"Morocco","MAR",197646450,0.718854004750741,2,41,1,1,1,,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,3,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,5,2,1,,0,1,4,4,4,4,2,4,1,1,0,0
"Morocco","MAR",116723390,0.534447325030994,2,21,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,0,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",166832014,1.20628657909808,2,55,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,3,1,2,0,0
"Morocco","MAR",123759254,0.778051541457138,2,24,2,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,1,1,,,1,2,1,1,2,,,,,,1,2,2,2,1,,,1,2,1,2,,,1,1,2,2,1,,1,1,1,1,2,2,,0,1,2,1,4,2,4,1,1,1,1,0
"Morocco","MAR",141875249,0.316192365946468,2,30,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,2,4,2,2,,0,0,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",200504535,1.03935036069083,2,30,1,1,2,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",164897898,1.10117862732555,2,38,2,5,2,,1,1,0,,,1,1,1,2,2,2,,,,2,,1,2,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,1,2,2,2,1,3,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,2,,1,1,4,4,4,4,2,5,1,2,1,1
"Morocco","MAR",150963439,0.330029393461573,2,35,3,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,4,,4,,4,,,,,,,,,,,,,,2,,,2,2,2,,,,2,4,,2,2,2,1,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",208623122,0.344091403835074,2,40,2,4,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,2,,,,1,1,,1,2,2,2,1,1,2,2,1,2,1,1,2,,,,1,1,1,2,,,1,2,1,2,,,1,1,2,2,2,2,2,2,,,,,,2,1,2,2,2,2,,1,1,1,3,4,4,1,2,1,1,1,1
"Morocco","MAR",142638258,4.38809938109656,2,66,1,1,1,,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,1,1,,2,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,1,2,2,2,2,2,,,,,,2,2,2,2,2,2,,0,1,4,4,3,4,3,5,1,2,1,1
"Morocco","MAR",191228701,2.25946796283061,1,40,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,4,2,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,2,,0,0,4,4,4,4,2,4,1,1,0,0
"Morocco","MAR",175246050,4.38809938109656,1,26,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,2,3,2,,1,1,4,4,4,4,4,3,1,2,0,0
"Morocco","MAR",180993784,1.71594772078587,1,30,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,1,1,1,2,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",185137847,0.400203623187113,1,29,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",185346757,0.374199891905258,2,32,2,5,1,,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,1,,4,2,2,2,,,,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,2,4,2,2,,0,1,1,4,4,4,4,5,1,1,1,1
"Morocco","MAR",148532917,2.11449044371561,2,35,1,2,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,1,,,2,,,,,,3,3,2,1,4,2,,0,0,4,1,4,4,4,5,1,2,1,0
"Morocco","MAR",181302173,0.390143934666248,2,30,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,1,2,2,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,2,4,4,4,2,3,1,1,0,0
"Morocco","MAR",156066235,0.304282530053073,1,38,1,2,1,,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,3,1,2,2,1,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,1,4,4,4,4,2,1,1,1,0
"Morocco","MAR",144578894,0.330029393461573,2,37,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,2,1,,2,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,3,1,2,2,2,1,,0,1,1,4,4,4,1,1,1,1,1,1
"Morocco","MAR",173019073,1.8080536209086,1,67,2,5,2,,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,8,,,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,1,,2,,,,,,1,2,2,4,1,1,,0,1,4,4,2,4,2,2,1,1,0,0
"Morocco","MAR",191069556,0.408349543953549,2,27,2,1,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,1,1,2,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,1,2,4,4,4,4,5,1,1,1,1
"Morocco","MAR",125771641,0.34045890931907,1,39,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,1,1,2,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,2,1,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,2,4,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",150199070,0.481869617387737,2,23,3,5,1,,1,1,0,1,2,1,1,1,1,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,1,2,,2,2,2,,,,2,2,,2,2,2,2,,3,3,1,1,2,2,1,2,,,,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,2,2,3,4,2,2,,0,0,1,4,4,4,2,2,1,1,1,1
"Morocco","MAR",140939590,0.304427123239727,2,33,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,2,,2,2,,1,2,2,1,1,2,3,3,1,2,2,1,2,,,,1,1,1,2,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,3,2,3,2,2,2,,1,1,1,4,4,4,1,2,1,1,1,1
"Morocco","MAR",175583559,1.14058646856007,1,25,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,2,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,1,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",203368975,0.34045890931907,1,42,2,5,1,,1,1,0,,,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,1,5,2,,0,0,4,4,4,4,4,5,1,1,1,1
"Morocco","MAR",154547500,1.49349582193201,2,31,1,1,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,3,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,5,5,5,,3,,0,1,4,4,4,4,4,6,1,2,0,0
"Morocco","MAR",177919586,0.381526842768043,2,35,3,5,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,3,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,2,2,1,2,1,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,6,3,,1,0,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",160137578,0.314970392346173,2,29,1,2,1,,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,2,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,3,1,1,0,0
"Morocco","MAR",121898130,2.54305678733027,1,50,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,2,2,2,,,,,2,,,1,2,2,,,,2,2,,1,1,2,2,1,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,4,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",129774889,0.727043154329156,2,25,1,3,1,,1,1,0,2,1,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,3,1,2,1,2,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,3,,,,,,1,1,1,1,5,1,,1,1,1,4,4,5,4,3,1,1,1,0
"Morocco","MAR",166812098,0.333920638823396,1,25,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,1,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,1,1,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",181603203,3.89264522883695,1,52,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Morocco","MAR",126603023,1.0398442535729,2,27,3,5,2,,1,1,0,2,2,1,1,1,1,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,1,1,,1,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,4,2,1,,0,0,4,4,4,4,1,5,1,1,1,1
"Morocco","MAR",120429966,0.323691414378309,2,26,3,5,1,,1,1,0,1,2,1,1,1,1,1,4,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,3,2,,4,4,,4,4,4,4,,9,,,4,,,,4,,,,1,1,1,2,,,4,,,,,,,2,2,,,,,4,,,,,,6,6,6,6,,5,,0,0,5,4,4,5,1,6,1,1,1,1
"Morocco","MAR",159801148,2.00488752636008,2,31,1,5,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,2,,0,1,4,4,4,4,2,5,1,2,0,0
"Morocco","MAR",153317510,4.38809938109656,1,42,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Morocco","MAR",201480248,0.591479743130443,2,34,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",111754157,1.1361670798588,1,27,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",115641439,0.74699506231862,2,61,2,5,1,,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,2,3,2,1,4,2,,0,1,4,4,1,4,2,5,1,1,1,0
"Morocco","MAR",192725864,0.648783497263103,1,26,1,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,5,1,1,6,1,,1,0,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",125178245,0.775869796703332,2,42,1,1,1,,1,1,0,1,2,2,,,2,2,1,2,,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,1,2,1,2,,,1,3,1,1,5,1,,0,1,4,4,4,1,4,4,1,2,1,0
"Morocco","MAR",190662901,0.439423482730056,2,25,2,3,1,,1,1,0,2,1,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",155776423,0.337483373873368,2,25,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,1,1,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",195814927,0.557219247706878,2,24,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,3,1,1,,1,1,4,4,4,4,4,1,1,1,0,0
"Morocco","MAR",177152982,0.439723131725817,2,46,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,3,1,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",123016306,0.388785184615019,2,50,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,1,,2,2,,2,2,2,2,,5,3,3,1,2,1,1,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,1,4,4,4,1,2,1,1,1,1
"Morocco","MAR",149466193,0.56703824102704,2,28,1,3,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,5,1,1,1,2,1,,0,1,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",177419347,0.304282530057852,2,27,1,5,1,,1,1,0,1,2,1,2,,1,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,1,1,2,,,,1,2,,2,2,2,2,,3,3,3,1,1,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,3,2,2,,1,0,1,4,4,4,4,1,1,1,1,0
"Morocco","MAR",161732765,0.304282530053073,1,30,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,1,2,2,1,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,2,1,1,0,0
"Morocco","MAR",143912308,0.502401290301198,2,23,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,2,4,4,4,4,5,1,4,0,0
